+---------------------------------------------+---------+-------------+-----------+------------+----------+-----------+------------------------------------------------------+
| Name                                        | Density | Temperature | Viscosity | Luminosity | Rarity   | isGaseous | Block                                                |
| enderium_nak_hot                            |    4000 |         800 |     10000 |          7 | COMMON   |     false | -                                                    |
| energetic_alloy                             |    9000 |        1128 |      3000 |          6 | COMMON   |     false | enderio:block_fluid_energetic_alloy                  |
| enriched_bacterial_sludge                   |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| enriched_naquadah_solution                  |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| enriched_naquadah_trinium_europium_duranide |    1000 |        5930 |      1000 |         10 | COMMON   |     false | -                                                    |
| enriched_naquadah_waste                     |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| enriched_uranium_hexafluoride               |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| enrichedlava                                |    3000 |        1300 |      6000 |         15 | COMMON   |     false | advancedrocketry:enrichedlavafluid                   |
| epichlorohydrin                             |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| epoxy                                       |    1000 |         400 |      1000 |         10 | COMMON   |     false | -                                                    |
| etchacid                                    |    1000 |         300 |      1000 |          0 | COMMON   |     false | pneumaticcraft:fluid.etchacid                        |
| ethane                                      |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| ethanol                                     |    1000 |         293 |      1000 |         -1 | COMMON   |     false | immersiveengineering:fluidethanol                    |
| ethene                                      |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_ethene                            |
| ethenone                                    |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| ethyl_tertbutyl_ether                       |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| ethylbenzene                                |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| ethylene                                    |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| ethyne                                      |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_ethyne                            |
| europium                                    |    1000 |        1099 |      1000 |         10 | COMMON   |     false | -                                                    |
| europium_155                                |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_europium_155                      |
| exhaust_steam                               |     -10 |         400 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_exhaust_steam                     |
| experience                                  |    -200 |         300 |       200 |         12 | UNCOMMON |      true | -                                                    |
| fermented_biomass                           |    1000 |         300 |      1000 |         -1 | COMMON   |     false | -                                                    |
| ferroboron                                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_ferroboron                        |
| fiery_essence                               |    1000 |        1000 |      1000 |          0 | COMMON   |     false | twilightforest:fiery_essence                         |
| fierymetal                                  |    1000 |        1000 |      1000 |         15 | COMMON   |     false | twilightforest:molten_fierymetal                     |
| fire_water                                  |     900 |        2000 |      1000 |          0 | COMMON   |     false | enderio:block_fluid_fire_water                       |
| fish_oil                                    |    1000 |         293 |      2000 |         -1 | COMMON   |     false | -                                                    |
| flibe                                       |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_flibe                             |
| fluidedmana                                 |    1000 |         100 |      1200 |         12 | COMMON   |     false | extrabotany:fluidedmana                              |
| fluorine                                    |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| fluorite                                    |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| fluorite_nak                                |    5000 |         400 |     15000 |          0 | COMMON   |     false | -                                                    |
| fluorite_nak_hot                            |    4000 |         800 |     10000 |          7 | COMMON   |     false | -                                                    |
| fluorite_water                              |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_fluorite_water                    |
| fluoroantimonic_acid                        |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| fluorobenzene                               |     800 |         300 |       800 |          0 | COMMON   |     false | nuclearcraft:fluid_fluorobenzene                     |
| fluoromethane                               |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_fluoromethane                     |
| flux_goo                                    |       8 |         300 |      6000 |          0 | COMMON   |     false | thaumcraft:flux_goo                                  |
| for.honey                                   |    1420 |         295 |     75600 |          0 | COMMON   |     false | forestry:fluid.for.honey                             |
| fuel                                        |    1000 |         300 |      1000 |          0 | COMMON   |     false | pneumaticcraft:fluid.fuel                            |
| fuel_dense                                  |     600 |         300 |       800 |          0 | COMMON   |     false | buildcraftenergy:fluid_block_fuel_dense_heat_0       |
| fuel_dense_heat_1                           |     600 |         320 |       600 |          0 | COMMON   |     false | buildcraftenergy:fluid_block_fuel_dense_heat_1       |
| fuel_dense_heat_2                           |    -600 |         340 |       400 |          0 | COMMON   |      true | buildcraftenergy:fluid_block_fuel_dense_heat_2       |
| fuel_gaseous                                |    -300 |         300 |       500 |          0 | COMMON   |      true | buildcraftenergy:fluid_block_fuel_gaseous_heat_0     |
| fuel_gaseous_heat_1                         |    -300 |         320 |       375 |          0 | COMMON   |      true | buildcraftenergy:fluid_block_fuel_gaseous_heat_1     |
| fuel_gaseous_heat_2                         |    -300 |         340 |       250 |          0 | COMMON   |      true | buildcraftenergy:fluid_block_fuel_gaseous_heat_2     |
| fuel_light                                  |     400 |         300 |       600 |          0 | COMMON   |     false | buildcraftenergy:fluid_block_fuel_light_heat_0       |
| fuel_light_heat_1                           |    -400 |         320 |       450 |          0 | COMMON   |      true | buildcraftenergy:fluid_block_fuel_light_heat_1       |
| fuel_light_heat_2                           |    -400 |         340 |       300 |          0 | COMMON   |      true | buildcraftenergy:fluid_block_fuel_light_heat_2       |
| fuel_mixed_heavy                            |     700 |         300 |      1000 |          0 | COMMON   |     false | buildcraftenergy:fluid_block_fuel_mixed_heavy_heat_0 |
| fuel_mixed_heavy_heat_1                     |     700 |         320 |       750 |          0 | COMMON   |     false | buildcraftenergy:fluid_block_fuel_mixed_heavy_heat_1 |
| fuel_mixed_heavy_heat_2                     |    -700 |         340 |       500 |          0 | COMMON   |      true | buildcraftenergy:fluid_block_fuel_mixed_heavy_heat_2 |
| fuel_mixed_light                            |     650 |         300 |       900 |          0 | COMMON   |     false | buildcraftenergy:fluid_block_fuel_mixed_light_heat_0 |
| fuel_mixed_light_heat_1                     |    -650 |         320 |       675 |          0 | COMMON   |      true | buildcraftenergy:fluid_block_fuel_mixed_light_heat_1 |
| fuel_mixed_light_heat_2                     |    -650 |         340 |       450 |          0 | COMMON   |      true | buildcraftenergy:fluid_block_fuel_mixed_light_heat_2 |
| fuelium                                     |     900 |         300 |       900 |          0 | COMMON   |     false | vehicle:fuelium                                      |
| gallium                                     |    1000 |         303 |      1000 |         10 | COMMON   |     false | -                                                    |
| gallium_arsenide                            |    1000 |        1511 |      1000 |         10 | COMMON   |     false | -                                                    |
| gasoline                                    |    1000 |         293 |      1000 |         -1 | COMMON   |     false | immersivepetroleum:fluid_gasoline                    |
| gasoline_premium                            |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| gelatin                                     |    1150 |         350 |      8000 |          0 | COMMON   |     false | nuclearcraft:fluid_gelatin                           |
| gelatin_mixture                             |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| glass                                       |    1000 |        1200 |      1000 |         10 | COMMON   |     false | forestry:fluid.glass                                 |
| glowstone                                   |    1000 |         500 |      1000 |         15 | UNCOMMON |      true | thermalfoundation:fluid_glowstone                    |
| glowstone_nak                               |    5000 |         400 |     15000 |          0 | COMMON   |     false | -                                                    |
| glowstone_nak_hot                           |    4000 |         800 |     10000 |          7 | COMMON   |     false | -                                                    |
| glue                                        |    1000 |         293 |      2000 |         -1 | COMMON   |     false | -                                                    |
| glycerol                                    |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| glyceryl_trinitrate                         |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| gold                                        |    1000 |        1337 |      1000 |         10 | RARE     |     false | tconstruct:molten_gold                               |
| gold_nak                                    |    5000 |         400 |     15000 |          0 | COMMON   |     false | -                                                    |
| gold_nak_hot                                |    4000 |         800 |     10000 |          7 | COMMON   |     false | -                                                    |
| green_sapphire_slurry                       |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| hard_carbon                                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_hard_carbon                       |
| he_water                                    |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_he_water                          |
| hea_242                                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| hea_242_fluoride                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| hea_242_fluoride_flibe                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| heavy_fuel                                  |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| heavy_water                                 |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_heavy_water                       |
| heb_248                                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| heb_248_fluoride                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| heb_248_fluoride_flibe                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| hecf_249                                    |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| hecf_249_fluoride                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| hecf_249_fluoride_flibe                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| hecf_251                                    |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| hecf_251_fluoride                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| hecf_251_fluoride_flibe                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| hecm_243                                    |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| hecm_243_fluoride                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| hecm_243_fluoride_flibe                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| hecm_245                                    |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| hecm_245_fluoride                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| hecm_245_fluoride_flibe                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| hecm_247                                    |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| hecm_247_fluoride                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| hecm_247_fluoride_flibe                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| helium                                      |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| helium_3                                    |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| hen_236                                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| hen_236_fluoride                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| hen_236_fluoride_flibe                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| hep_239                                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| hep_239_fluoride                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| hep_239_fluoride_flibe                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| hep_241                                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| hep_241_fluoride                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| hep_241_fluoride_flibe                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| heu_233                                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| heu_233_fluoride                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| heu_233_fluoride_flibe                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| heu_235                                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| heu_235_fluoride                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| heu_235_fluoride_flibe                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| high_pressure_steam                         |     -10 |         600 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_high_pressure_steam               |
| honey                                       |    1000 |         300 |      1500 |          0 | COMMON   |     false | biomesoplenty:honey                                  |
| hootch                                      |     900 |         300 |      1000 |          0 | COMMON   |     false | enderio:block_fluid_hootch                           |
| hot_spring_water                            |    1000 |         300 |      1000 |          0 | COMMON   |     false | biomesoplenty:hot_spring_water                       |
| hsse                                        |    1000 |        5000 |      1000 |         10 | COMMON   |     false | -                                                    |
| hssg                                        |    1000 |        4200 |      1000 |         10 | COMMON   |     false | -                                                    |
| hsss                                        |    1000 |        5000 |      1000 |         10 | COMMON   |     false | -                                                    |
| hydrated_gelatin                            |    1150 |         350 |      8000 |          0 | COMMON   |     false | nuclearcraft:fluid_hydrated_gelatin                  |
| hydrochloric_acid                           |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| hydrocracked_butadiene                      |    -100 |         775 |       200 |         -1 | COMMON   |      true | -                                                    |
| hydrocracked_butane                         |    -100 |         775 |       200 |         -1 | COMMON   |      true | -                                                    |
| hydrocracked_butene                         |    -100 |         775 |       200 |         -1 | COMMON   |      true | -                                                    |
| hydrocracked_ethane                         |    -100 |         775 |       200 |         -1 | COMMON   |      true | -                                                    |
| hydrocracked_ethylene                       |    -100 |         775 |       200 |         -1 | COMMON   |      true | -                                                    |
| hydrocracked_propane                        |    -100 |         775 |       200 |         -1 | COMMON   |      true | -                                                    |
| hydrocracked_propene                        |    -100 |         775 |       200 |         -1 | COMMON   |      true | -                                                    |
| hydrofluoric_acid                           |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| hydrogen                                    |    -100 |         293 |       200 |         -1 | COMMON   |      true | advancedrocketry:hydrogenfluid                       |
| hydrogen_peroxide                           |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_hydrogen_peroxide                 |
| hydrogen_sulfide                            |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| hydroquinone_solution                       |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_hydroquinone_solution             |
| hypochlorous_acid                           |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| ice                                         |    1000 |         273 |      1000 |         10 | COMMON   |     false | forestry:fluid.ice                                   |
| ichor                                       |    1000 |         300 |      3500 |          0 | COMMON   |     false | netherex:ichor                                       |
| impure_enriched_naquadah_solution           |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| impure_naquadria_solution                   |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| indium                                      |    1000 |         430 |      1000 |         10 | COMMON   |     false | -                                                    |
| indium_concentrate                          |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| indium_gallium_phosphide                    |    1000 |         350 |      1000 |         10 | COMMON   |     false | -                                                    |
| indium_tin_barium_titanium_cuprate          |    1000 |        1012 |      1000 |         10 | COMMON   |     false | -                                                    |
| invar                                       |    1000 |        1916 |      1000 |         10 | COMMON   |     false | -                                                    |
| iridium                                     |    1000 |        2719 |      1000 |         10 | UNCOMMON |     false | -                                                    |
| iron                                        |    1000 |        1811 |      1000 |         10 | UNCOMMON |     false | tconstruct:molten_iron                               |
| iron_iii_chloride                           |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| iron_nak                                    |    5000 |         400 |     15000 |          0 | COMMON   |     false | -                                                    |
| iron_nak_hot                                |    4000 |         800 |     10000 |          7 | COMMON   |     false | -                                                    |
| irradiated_borax_solution                   |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_irradiated_borax_solution         |
| isoprene                                    |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| juice                                       |    1000 |         295 |      1000 |          0 | COMMON   |     false | forestry:fluid.juice                                 |
| kanthal                                     |    1000 |        1708 |      1000 |         10 | COMMON   |     false | -                                                    |
| kerosene                                    |    1000 |         300 |      1000 |          0 | COMMON   |     false | pneumaticcraft:fluid.kerosene                        |
| knightmetal                                 |    1000 |        1000 |      1000 |         15 | COMMON   |     false | twilightforest:molten_knightmetal                    |
| knightslime                                 |    2000 |         520 |     10000 |         10 | EPIC     |     false | tconstruct:molten_knightslime                        |
| koh                                         |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_koh                               |
| krypton                                     |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| lanthanum                                   |    1000 |        1193 |      1000 |         10 | COMMON   |     false | -                                                    |
| lapis                                       |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lapis_nak                                   |    5000 |         400 |     15000 |          0 | COMMON   |     false | -                                                    |
| lapis_nak_hot                               |    4000 |         800 |     10000 |          7 | COMMON   |     false | -                                                    |
| lava                                        |    3000 |        1300 |      6000 |         15 | COMMON   |     false | minecraft:lava                                       |
| le_water                                    |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_le_water                          |
| lea_242                                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lea_242_fluoride                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lea_242_fluoride_flibe                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lead                                        |    1000 |         600 |      1000 |         10 | UNCOMMON |     false | tconstruct:molten_lead                               |
| lead_nak                                    |    5000 |         400 |     15000 |          0 | COMMON   |     false | -                                                    |
| lead_nak_hot                                |    4000 |         800 |     10000 |          7 | COMMON   |     false | -                                                    |
| lead_platinum                               |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_lead_platinum                     |
| lead_zinc_solution                          |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| leb_248                                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| leb_248_fluoride                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| leb_248_fluoride_flibe                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lecf_249                                    |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lecf_249_fluoride                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lecf_249_fluoride_flibe                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lecf_251                                    |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lecf_251_fluoride                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lecf_251_fluoride_flibe                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lecm_243                                    |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lecm_243_fluoride                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lecm_243_fluoride_flibe                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lecm_245                                    |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lecm_245_fluoride                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lecm_245_fluoride_flibe                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lecm_247                                    |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lecm_247_fluoride                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lecm_247_fluoride_flibe                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| len_236                                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| len_236_fluoride                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| len_236_fluoride_flibe                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lep_239                                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lep_239_fluoride                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lep_239_fluoride_flibe                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lep_241                                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lep_241_fluoride                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lep_241_fluoride_flibe                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| leu_233                                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| leu_233_fluoride                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| leu_233_fluoride_flibe                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| leu_235                                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| leu_235_fluoride                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| leu_235_fluoride_flibe                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| lif                                         |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_lif                               |
| light_fuel                                  |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| lightly_hydrocracked_gas                    |    -100 |         775 |       200 |         -1 | COMMON   |      true | -                                                    |
| lightly_hydrocracked_heavy_fuel             |    1000 |         775 |      1000 |         -1 | COMMON   |     false | -                                                    |
| lightly_hydrocracked_light_fuel             |    1000 |         775 |      1000 |         -1 | COMMON   |     false | -                                                    |
| lightly_hydrocracked_naphtha                |    1000 |         775 |      1000 |         -1 | COMMON   |     false | -                                                    |
| lightly_steamcracked_gas                    |    -100 |         775 |       200 |         -1 | COMMON   |      true | -                                                    |
| lightly_steamcracked_heavy_fuel             |    1000 |         775 |      1000 |         -1 | COMMON   |     false | -                                                    |
| lightly_steamcracked_light_fuel             |    1000 |         775 |      1000 |         -1 | COMMON   |     false | -                                                    |
| lightly_steamcracked_naphtha                |    1000 |         775 |      1000 |         -1 | COMMON   |     false | -                                                    |
| liquid_air                                  |    1000 |          79 |      1000 |         -1 | COMMON   |     false | -                                                    |
| liquid_death                                |    1000 |         300 |      1500 |          0 | RARE     |     false | thaumcraft:liquid_death                              |
| liquid_ender_air                            |    1000 |          36 |      1000 |         -1 | COMMON   |     false | -                                                    |
| liquid_helium                               |    1000 |           4 |      1000 |         -1 | COMMON   |     false | -                                                    |
| liquid_helium_nak                           |    5000 |         400 |     15000 |          0 | COMMON   |     false | -                                                    |
| liquid_helium_nak_hot                       |    4000 |         800 |     10000 |          7 | COMMON   |     false | -                                                    |
| liquid_nether_air                           |    1000 |          58 |      1000 |         -1 | COMMON   |     false | -                                                    |
| liquid_nitrogen                             |     810 |          70 |       170 |          0 | COMMON   |     false | nuclearcraft:fluid_liquid_nitrogen                   |
| liquid_nitrogen_nak                         |    5000 |         400 |     15000 |          0 | COMMON   |     false | -                                                    |
| liquid_nitrogen_nak_hot                     |    4000 |         800 |     10000 |          7 | COMMON   |     false | -                                                    |
| liquid_oxygen                               |    1000 |          85 |      1000 |         -1 | COMMON   |     false | -                                                    |
| liquid_sunshine                             |     200 |         300 |       400 |          0 | COMMON   |     false | enderio:block_fluid_liquid_sunshine                  |
| liquidantimatter                            |    4000 |         100 |      1500 |          0 | COMMON   |     false | abyssalcraft:antiwater                               |
| liquidcoralium                              |    3000 |         350 |      1000 |          0 | COMMON   |     false | abyssalcraft:cwater                                  |
| lithium                                     |    1000 |         454 |      1000 |         10 | COMMON   |     false | -                                                    |
| lithium_6                                   |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_lithium_6                         |
| lithium_7                                   |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_lithium_7                         |
| lithium_nak                                 |    5000 |         400 |     15000 |          0 | COMMON   |     false | -                                                    |
| lithium_nak_hot                             |    4000 |         800 |     10000 |          7 | COMMON   |     false | -                                                    |
| low_pressure_steam                          |     -10 |         550 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_low_pressure_steam                |
| low_quality_steam                           |     -10 |         350 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_low_quality_steam                 |
| lpg                                         |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| lubricant                                   |    1000 |         293 |      1000 |         -1 | COMMON   |     false | immersivepetroleum:fluid_lubricant                   |
| lumium                                      |    1000 |        1000 |      1000 |          0 | UNCOMMON |     false | -                                                    |
| lutetium                                    |    1000 |        1925 |      1000 |         10 | COMMON   |     false | -                                                    |
| magnalium                                   |    1000 |         929 |      1000 |         10 | COMMON   |     false | -                                                    |
| magnesium                                   |    1000 |         923 |      1000 |         10 | COMMON   |     false | tconstruct:molten_magnesium                          |
| magnesium_diboride                          |    1000 |        1103 |      1000 |         10 | COMMON   |     false | -                                                    |
| magnesium_nak                               |    5000 |         400 |     15000 |          0 | COMMON   |     false | -                                                    |
| magnesium_nak_hot                           |    4000 |         800 |     10000 |          7 | COMMON   |     false | -                                                    |
| mana                                        |     600 |         350 |      6000 |         15 | EPIC     |     false | thermalfoundation:fluid_mana                         |
| manganese                                   |    1000 |        1519 |      1000 |         10 | COMMON   |     false | -                                                    |
| manganese_dioxide                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_manganese_dioxide                 |
| manganese_nak                               |    5000 |         400 |     15000 |          0 | COMMON   |     false | -                                                    |
| manganese_nak_hot                           |    4000 |         800 |     10000 |          7 | COMMON   |     false | -                                                    |
| manganese_phosphide                         |    1000 |        1368 |      1000 |         10 | COMMON   |     false | -                                                    |
| manyullyn                                   |    2000 |        1000 |     10000 |         10 | RARE     |     false | tconstruct:molten_manyullyn                          |
| marshmallow                                 |    1325 |         330 |      5000 |          0 | COMMON   |     false | nuclearcraft:fluid_marshmallow                       |
| mc_guffium_239                              |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| mercury                                     |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| mercury_barium_calcium_cuprate              |    1000 |        1075 |      1000 |         10 | COMMON   |     false | -                                                    |
| methane                                     |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| methanol                                    |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| methyl_acetate                              |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| milk                                        |    1000 |         295 |      1000 |         -1 | COMMON   |     false | forestry:fluid.milk                                  |
| milk_chocolate                              |    1325 |         330 |      5000 |          0 | COMMON   |     false | nuclearcraft:fluid_milk_chocolate                    |
| mix_239                                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| mix_239_fluoride                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| mix_239_fluoride_flibe                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| mix_241                                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| mix_241_fluoride                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| mix_241_fluoride_flibe                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| moltenabyssalnite                           |    2000 |         700 |     10000 |         10 | UNCOMMON |     false | acintegration:moltenabyssalnite                      |
| moltendreadium                              |    2000 |         900 |     10000 |         10 | UNCOMMON |     false | acintegration:moltendreadium                         |
